date,time,millis,event,pulseCount,rightCount,leftCount,dispensedCount,retrievedCount,rightWaterCount,leftWaterCount,LEDCount,toneCount,frontWaterCount,waterDispensedCount,rightWD_QTY,leftWD_QTY,frontWD_QTY,totalWD_QTY,rightWithPelletCount,leftWithPelletCount,rightDuringDispenseCount,leftDuringDispenseCount,rightinTimeoutCount,leftinTimeoutCount,,Offset
4/29/2026,15:41:16,374796.46,WaterDispensed,10,2,0,0,0,0,0,0,0,20,19,0,0,0.27132,0.27132,0,0,0,0,0,0,,
4/29/2026,15:44:16,554561.58,FrontWater,9,2,0,0,0,0,0,0,0,21,19,0,0,0.27132,0.27132,0,0,0,0,0,0,,
4/29/2026,15:44:16,554632.26,WaterDispensed,10,2,0,0,0,0,0,0,0,21,20,0,0,0.2856,0.2856,0,0,0,0,0,0,,
4/29/2026,15:44:23,561573.53,FrontWater,9,2,0,0,0,0,0,0,0,22,20,0,0,0.2856,0.2856,0,0,0,0,0,0,,
4/29/2026,15:44:23,561644.17,WaterDispensed,10,2,0,0,0,0,0,0,0,22,21,0,0,0.29988,0.29988,0,0,0,0,0,0,,
4/29/2026,15:44:27,565605.39,FrontWater,9,2,0,0,0,0,0,0,0,23,21,0,0,0.29988,0.29988,0,0,0,0,0,0,,
4/29/2026,15:44:27,565676.05,WaterDispensed,10,2,0,0,0,0,0,0,0,23,22,0,0,0.31416,0.31416,0,0,0,0,0,0,,
4/29/2026,15:45:54,652837.61,FrontWater,9,2,0,0,0,0,0,0,0,24,22,0,0,0.31416,0.31416,0,0,0,0,0,0,,
4/29/2026,15:45:54,652908.29,WaterDispensed,10,2,0,0,0,0,0,0,0,24,23,0,0,0.32844,0.32844,0,0,0,0,0,0,,
4/29/2026,15:46:06,664939.03,FrontWater,9,2,0,0,0,0,0,0,0,25,23,0,0,0.32844,0.32844,0,0,0,0,0,0,,
4/29/2026,15:46:06,665009.68,WaterDispensed,10,2,0,0,0,0,0,0,0,25,24,0,0,0.34272,0.34272,0,0,0,0,0,0,,
4/29/2026,15:48:29,807407.58,FrontWater,9,2,0,0,0,0,0,0,0,26,24,0,0,0.34272,0.34272,0,0,0,0,0,0,,
4/29/2026,15:48:29,807478.26,WaterDispensed,10,2,0,0,0,0,0,0,0,26,25,0,0,0.357,0.357,0,0,0,0,0,0,,
4/29/2026,15:49:05,843089.39,FrontWater,9,2,0,0,0,0,0,0,0,27,25,0,0,0.357,0.357,0,0,0,0,0,0,,
4/29/2026,15:49:05,843160.1,WaterDispensed,10,2,0,0,0,0,0,0,0,27,26,0,0,0.37128,0.37128,0,0,0,0,0,0,,
4/29/2026,15:49:05,843544.5,FrontWater,9,2,0,0,0,0,0,0,0,28,26,0,0,0.37128,0.37128,0,0,0,0,0,0,,
4/29/2026,15:49:05,843615.17,WaterDispensed,10,2,0,0,0,0,0,0,0,28,27,0,0,0.38556,0.38556,0,0,0,0,0,0,,
4/29/2026,15:49:06,844619.86,FrontWater,9,2,0,0,0,0,0,0,0,29,27,0,0,0.38556,0.38556,0,0,0,0,0,0,,
4/29/2026,15:49:06,844690.54,WaterDispensed,10,2,0,0,0,0,0,0,0,29,28,0,0,0.39984,0.39984,0,0,0,0,0,0,,
4/29/2026,15:49:09,847180.85,FrontWater,9,2,0,0,0,0,0,0,0,30,28,0,0,0.39984,0.39984,0,0,0,0,0,0,,
4/29/2026,15:49:09,847251.5,WaterDispensed,10,2,0,0,0,0,0,0,0,30,29,0,0,0.41412,0.41412,0,0,0,0,0,0,,
4/29/2026,15:51:21,979100.59,FrontWater,9,2,0,0,0,0,0,0,0,31,29,0,0,0.41412,0.41412,0,0,0,0,0,0,,
4/29/2026,15:51:21,979171.25,WaterDispensed,10,2,0,0,0,0,0,0,0,31,30,0,0,0.4284,0.4284,0,0,0,0,0,0,,
4/29/2026,15:51:21,979295,FrontWater,9,2,0,0,0,0,0,0,0,32,30,0,0,0.4284,0.4284,0,0,0,0,0,0,,
4/29/2026,15:51:25,984001.7,FrontWater,9,2,0,0,0,0,0,0,0,33,30,0,0,0.4284,0.4284,0,0,0,0,0,0,,
4/29/2026,15:51:26,984072.36,WaterDispensed,10,2,0,0,0,0,0,0,0,33,31,0,0,0.44268,0.44268,0,0,0,0,0,0,,
4/29/2026,15:51:26,984395.97,FrontWater,9,2,0,0,0,0,0,0,0,34,31,0,0,0.44268,0.44268,0,0,0,0,0,0,,
4/29/2026,15:51:26,984466.65,WaterDispensed,10,2,0,0,0,0,0,0,0,34,32,0,0,0.45696,0.45696,0,0,0,0,0,0,,
4/29/2026,15:51:45,1003095.87,FrontWater,9,2,0,0,0,0,0,0,0,35,32,0,0,0.45696,0.45696,0,0,0,0,0,0,,
4/29/2026,15:51:45,1003166.53,WaterDispensed,10,2,0,0,0,0,0,0,0,35,33,0,0,0.47124,0.47124,0,0,0,0,0,0,,
4/29/2026,15:51:47,1005579.75,FrontWater,9,2,0,0,0,0,0,0,0,36,33,0,0,0.47124,0.47124,0,0,0,0,0,0,,
4/29/2026,15:51:47,1005650.41,WaterDispensed,10,2,0,0,0,0,0,0,0,36,34,0,0,0.48552,0.48552,0,0,0,0,0,0,,
4/29/2026,15:51:49,1007479.98,FrontWater,9,2,0,0,0,0,0,0,0,37,34,0,0,0.48552,0.48552,0,0,0,0,0,0,,
4/29/2026,15:51:49,1007550.65,WaterDispensed,10,2,0,0,0,0,0,0,0,37,35,0,0,0.4998,0.4998,0,0,0,0,0,0,,
4/29/2026,15:51:49,1007700.68,FrontWater,9,2,0,0,0,0,0,0,0,38,35,0,0,0.4998,0.4998,0,0,0,0,0,0,,
4/29/2026,15:51:49,1007771.33,WaterDispensed,10,2,0,0,0,0,0,0,0,38,36,0,0,0.51408,0.51408,0,0,0,0,0,0,,
4/29/2026,15:51:50,1009006.58,FrontWater,9,2,0,0,0,0,0,0,0,39,36,0,0,0.51408,0.51408,0,0,0,0,0,0,,
4/29/2026,15:51:51,1009077.26,WaterDispensed,10,2,0,0,0,0,0,0,0,39,37,0,0,0.52836,0.52836,0,0,0,0,0,0,,
4/29/2026,15:51:51,1009445.59,FrontWater,9,2,0,0,0,0,0,0,0,40,37,0,0,0.52836,0.52836,0,0,0,0,0,0,,
4/29/2026,15:51:51,1009516.27,WaterDispensed,10,2,0,0,0,0,0,0,0,40,38,0,0,0.54264,0.54264,0,0,0,0,0,0,,
4/29/2026,15:51:51,1009587.32,FrontWater,9,2,0,0,0,0,0,0,0,41,38,0,0,0.54264,0.54264,0,0,0,0,0,0,,
4/29/2026,15:51:54,1012223.88,FrontWater,9,2,0,0,0,0,0,0,0,42,39,0,0,0.55692,0.55692,0,0,0,0,0,0,,
4/29/2026,15:51:54,1012294.56,WaterDispensed,10,2,0,0,0,0,0,0,0,42,39,0,0,0.55692,0.55692,0,0,0,0,0,0,,
4/29/2026,15:51:54,1012678.06,FrontWater,9,2,0,0,0,0,0,0,0,43,39,0,0,0.55692,0.55692,0,0,0,0,0,0,,
4/29/2026,15:51:54,1012748.73,WaterDispensed,10,2,0,0,0,0,0,0,0,43,40,0,0,0.5712,0.5712,0,0,0,0,0,0,,
4/29/2026,15:52:04,1022473.29,FrontWater,9,2,0,0,0,0,0,0,0,44,40,0,0,0.5712,0.5712,0,0,0,0,0,0,,
4/29/2026,15:52:04,1022543.96,WaterDispensed,10,2,0,0,0,0,0,0,0,44,41,0,0,0.58548,0.58548,0,0,0,0,0,0,,
4/29/2026,15:52:04,1022626.08,FrontWater,9,2,0,0,0,0,0,0,0,45,41,0,0,0.58548,0.58548,0,0,0,0,0,0,,
4/29/2026,15:52:05,1023829.8,FrontWater,9,2,0,0,0,0,0,0,0,46,41,0,0,0.58548,0.58548,0,0,0,0,0,0,,
4/29/2026,15:52:05,1023900.45,WaterDispensed,10,2,0,0,0,0,0,0,0,46,42,0,0,0.59976,0.59976,0,0,0,0,0,0,,
4/29/2026,15:52:06,1024185.7,FrontWater,9,2,0,0,0,0,0,0,0,47,42,0,0,0.59976,0.59976,0,0,0,0,0,0,,
4/29/2026,15:52:06,1024256.35,WaterDispensed,10,2,0,0,0,0,0,0,0,47,43,0,0,0.61404,0.61404,0,0,0,0,0,0,,
4/29/2026,15:52:06,1024470.72,FrontWater,9,2,0,0,0,0,0,0,0,48,43,0,0,0.61404,0.61404,0,0,0,0,0,0,,
4/29/2026,15:52:06,1024541.4,WaterDispensed,10,2,0,0,0,0,0,0,0,48,44,0,0,0.62832,0.62832,0,0,0,0,0,0,,
4/29/2026,15:52:08,1026806.08,FrontWater,9,2,0,0,0,0,0,0,0,49,44,0,0,0.62832,0.62832,0,0,0,0,0,0,,
4/29/2026,15:52:08,1026876.75,WaterDispensed,10,2,0,0,0,0,0,0,0,49,45,0,0,0.6426,0.6426,0,0,0,0,0,0,,
4/29/2026,15:52:08,1026968.06,FrontWater,9,2,0,0,0,0,0,0,0,50,45,0,0,0.6426,0.6426,0,0,0,0,0,0,,
4/29/2026,15:52:10,1028271.45,FrontWater,9,2,0,0,0,0,0,0,0,51,45,0,0,0.6426,0.6426,0,0,0,0,0,0,,
4/29/2026,15:52:10,1028342.11,WaterDispensed,10,2,0,0,0,0,0,0,0,51,46,0,0,0.65688,0.65688,0,0,0,0,0,0,,
4/29/2026,15:52:10,1028461.21,FrontWater,9,2,0,0,0,0,0,0,0,52,46,0,0,0.65688,0.65688,0,0,0,0,0,0,,
4/29/2026,15:52:13,1031323.98,FrontWater,9,2,0,0,0,0,0,0,0,53,46,0,0,0.65688,0.65688,0,0,0,0,0,0,,
4/29/2026,15:52:13,1031394.66,WaterDispensed,10,2,0,0,0,0,0,0,0,53,47,0,0,0.67116,0.67116,0,0,0,0,0,0,,
4/29/2026,15:52:13,1032001.61,FrontWater,9,2,0,0,0,0,0,0,0,54,47,0,0,0.67116,0.67116,0,0,0,0,0,0,,
4/29/2026,15:52:14,1032072.28,WaterDispensed,10,2,0,0,0,0,0,0,0,54,48,0,0,0.68544,0.68544,0,0,0,0,0,0,,
4/29/2026,15:52:14,1032150.69,FrontWater,9,2,0,0,0,0,0,0,0,56,49,0,0,0.69972,0.69972,0,0,0,0,0,0,,
4/29/2026,15:52:14,1032251.43,FrontWater,9,2,0,0,0,0,0,0,0,56,49,0,0,0.69972,0.69972,0,0,0,0,0,0,,
4/29/2026,15:52:14,1032322.09,WaterDispensed,10,2,0,0,0,0,0,0,0,56,49,0,0,0.69972,0.69972,0,0,0,0,0,0,,
4/29/2026,15:53:01,1079059.83,FrontWater,9,2,0,0,0,0,0,0,0,57,49,0,0,0.69972,0.69972,0,0,0,0,0,0,,
4/29/2026,15:53:01,1079130.5,WaterDispensed,10,2,0,0,0,0,0,0,0,57,50,0,0,0.714,0.714,0,0,0,0,0,0,,
4/29/2026,15:53:01,1079292.05,FrontWater,9,2,0,0,0,0,0,0,0,58,50,0,0,0.714,0.714,0,0,0,0,0,0,,
4/29/2026,15:53:01,1079362.72,WaterDispensed,10,2,0,0,0,0,0,0,0,58,51,0,0,0.72828,0.72828,0,0,0,0,0,0,,
4/29/2026,15:53:15,1093594.34,FrontWater,9,2,0,0,0,0,0,0,0,59,51,0,0,0.72828,0.72828,0,0,0,0,0,0,,
4/29/2026,15:53:15,1093665.01,WaterDispensed,10,2,0,0,0,0,0,0,0,59,52,0,0,0.74256,0.74256,0,0,0,0,0,0,,
4/29/2026,15:53:22,1100284.66,FrontWater,9,2,0,0,0,0,0,0,0,60,52,0,0,0.74256,0.74256,0,0,0,0,0,0,,
4/29/2026,15:53:22,1100355.32,WaterDispensed,10,2,0,0,0,0,0,0,0,60,53,0,0,0.75684,0.75684,0,0,0,0,0,0,,
4/29/2026,15:53:27,1105272.4,FrontWater,9,2,0,0,0,0,0,0,0,61,53,0,0,0.75684,0.75684,0,0,0,0,0,0,,
4/29/2026,15:53:27,1105343.06,WaterDispensed,10,2,0,0,0,0,0,0,0,61,54,0,0,0.77112,0.77112,0,0,0,0,0,0,,
4/29/2026,15:53:37,1115956.62,FrontWater,9,2,0,0,0,0,0,0,0,62,54,0,0,0.77112,0.77112,0,0,0,0,0,0,,
4/29/2026,15:53:38,1116027.29,WaterDispensed,10,2,0,0,0,0,0,0,0,62,55,0,0,0.7854,0.7854,0,0,0,0,0,0,,
4/29/2026,15:53:39,1117836.33,FrontWater,9,2,0,0,0,0,0,0,0,63,55,0,0,0.7854,0.7854,0,0,0,0,0,0,,
4/29/2026,15:53:39,1117907,WaterDispensed,10,2,0,0,0,0,0,0,0,63,56,0,0,0.79968,0.79968,0,0,0,0,0,0,,
4/29/2026,15:53:40,1118049.2,FrontWater,9,2,0,0,0,0,0,0,0,64,56,0,0,0.79968,0.79968,0,0,0,0,0,0,,
4/29/2026,15:53:40,1118119.87,WaterDispensed,10,2,0,0,0,0,0,0,0,64,57,0,0,0.81396,0.81396,0,0,0,0,0,0,,
4/29/2026,15:53:40,1118214.7,FrontWater,9,2,0,0,0,0,0,0,0,65,57,0,0,0.81396,0.81396,0,0,0,0,0,0,,
4/29/2026,15:54:13,1151071.06,FrontWater,9,2,0,0,0,0,0,0,0,66,57,0,0,0.81396,0.81396,0,0,0,0,0,0,,
4/29/2026,15:54:13,1151141.82,WaterDispensed,10,2,0,0,0,0,0,0,0,66,58,0,0,0.82824,0.82824,0,0,0,0,0,0,,
4/29/2026,15:54:14,1152699.9,FrontWater,9,2,0,0,0,0,0,0,0,67,58,0,0,0.82824,0.82824,0,0,0,0,0,0,,
4/29/2026,15:54:14,1152770.66,WaterDispensed,10,2,0,0,0,0,0,0,0,67,59,0,0,0.84252,0.84252,0,0,0,0,0,0,,
4/29/2026,15:54:15,1153237.83,FrontWater,9,2,0,0,0,0,0,0,0,68,59,0,0,0.84252,0.84252,0,0,0,0,0,0,,
4/29/2026,15:54:15,1153308.59,WaterDispensed,10,2,0,0,0,0,0,0,0,68,60,0,0,0.8568,0.8568,0,0,0,0,0,0,,
4/29/2026,15:54:18,1157008.87,FrontWater,9,2,0,0,0,0,0,0,0,69,60,0,0,0.8568,0.8568,0,0,0,0,0,0,,
4/29/2026,15:54:19,1157079.52,WaterDispensed,10,2,0,0,0,0,0,0,0,69,61,0,0,0.87108,0.87108,0,0,0,0,0,0,,
4/29/2026,15:54:19,1157929.51,FrontWater,9,2,0,0,0,0,0,0,0,70,61,0,0,0.87108,0.87108,0,0,0,0,0,0,,
4/29/2026,15:54:19,1158000.17,WaterDispensed,10,2,0,0,0,0,0,0,0,70,62,0,0,0.88536,0.88536,0,0,0,0,0,0,,
4/29/2026,15:54:23,1161890.78,FrontWater,9,2,0,0,0,0,0,0,0,71,62,0,0,0.88536,0.88536,0,0,0,0,0,0,,
4/29/2026,15:54:23,1161961.44,WaterDispensed,10,2,0,0,0,0,0,0,0,71,63,0,0,0.899641,0.899641,0,0,0,0,0,0,,
4/29/2026,15:54:24,1162287.13,FrontWater,9,2,0,0,0,0,0,0,0,72,64,0,0,0.913921,0.913921,0,0,0,0,0,0,,
4/29/2026,15:54:24,1162357.8,WaterDispensed,10,2,0,0,0,0,0,0,0,72,64,0,0,0.913921,0.913921,0,0,0,0,0,0,,
4/29/2026,15:54:29,1167291.47,FrontWater,9,2,0,0,0,0,0,0,0,73,65,0,0,0.928201,0.928201,0,0,0,0,0,0,,
4/29/2026,15:54:29,1167362.12,WaterDispensed,10,2,0,0,0,0,0,0,0,73,65,0,0,0.928201,0.928201,0,0,0,0,0,0,,
4/29/2026,15:54:30,1168739.02,FrontWater,9,2,0,0,0,0,0,0,0,74,65,0,0,0.928201,0.928201,0,0,0,0,0,0,,
4/29/2026,15:54:30,1168809.73,WaterDispensed,10,2,0,0,0,0,0,0,0,74,66,0,0,0.942481,0.942481,0,0,0,0,0,0,,
4/29/2026,15:55:17,1215028.75,FrontWater,9,2,0,0,0,0,0,0,0,75,66,0,0,0.942481,0.942481,0,0,0,0,0,0,,
4/29/2026,15:55:17,1215099.44,WaterDispensed,10,2,0,0,0,0,0,0,0,75,67,0,0,0.956761,0.956761,0,0,0,0,0,0,,
4/29/2026,15:55:19,1217873.8,FrontWater,9,2,0,0,0,0,0,0,0,76,67,0,0,0.956761,0.956761,0,0,0,0,0,0,,
4/29/2026,15:55:19,1217944.44,WaterDispensed,10,2,0,0,0,0,0,0,0,76,68,0,0,0.971041,0.971041,0,0,0,0,0,0,,
4/29/2026,15:55:20,1218536.23,FrontWater,9,2,0,0,0,0,0,0,0,77,68,0,0,0.971041,0.971041,0,0,0,0,0,0,,
4/29/2026,15:55:20,1218606.93,WaterDispensed,10,2,0,0,0,0,0,0,0,77,69,0,0,0.985321,0.985321,0,0,0,0,0,0,,
4/29/2026,15:55:25,1223330.89,FrontWater,9,2,0,0,0,0,0,0,0,78,69,0,0,0.985321,0.985321,0,0,0,0,0,0,,
4/29/2026,15:55:25,1223401.58,WaterDispensed,10,2,0,0,0,0,0,0,0,78,70,0,0,0.999601,0.999601,0,0,0,0,0,0,,
4/29/2026,15:55:25,1223577.11,FrontWater,9,2,0,0,0,0,0,0,0,79,70,0,0,0.999601,0.999601,0,0,0,0,0,0,,
4/29/2026,15:55:25,1223647.77,WaterDispensed,10,2,0,0,0,0,0,0,0,79,71,0,0,1.013881,1.013881,0,0,0,0,0,0,,
4/29/2026,15:55:44,1242896.4,FrontWater,9,2,0,0,0,0,0,0,0,80,71,0,0,1.013881,1.013881,0,0,0,0,0,0,,
4/29/2026,15:55:44,1242967.08,WaterDispensed,10,2,0,0,0,0,0,0,0,80,72,0,0,1.028161,1.028161,0,0,0,0,0,0,,
4/29/2026,15:55:45,1243167.63,FrontWater,9,2,0,0,0,0,0,0,0,81,72,0,0,1.028161,1.028161,0,0,0,0,0,0,,
4/29/2026,15:55:45,1243238.29,WaterDispensed,10,2,0,0,0,0,0,0,0,81,73,0,0,1.042441,1.042441,0,0,0,0,0,0,,
4/29/2026,15:55:54,1252146.97,FrontWater,9,2,0,0,0,0,0,0,0,82,73,0,0,1.042441,1.042441,0,0,0,0,0,0,,
4/29/2026,15:55:54,1252217.64,WaterDispensed,10,2,0,0,0,0,0,0,0,82,74,0,0,1.05672,1.05672,0,0,0,0,0,0,,
4/29/2026,15:56:06,1264953.66,FrontWater,9,2,0,0,0,0,0,0,0,83,74,0,0,1.05672,1.05672,0,0,0,0,0,0,,
4/29/2026,15:56:07,1265024.33,WaterDispensed,10,2,0,0,0,0,0,0,0,83,75,0,0,1.071,1.071,0,0,0,0,0,0,,
4/29/2026,15:56:16,1275010.19,FrontWater,9,2,0,0,0,0,0,0,0,84,75,0,0,1.071,1.071,0,0,0,0,0,0,,
4/29/2026,15:56:17,1275080.89,WaterDispensed,10,2,0,0,0,0,0,0,0,84,76,0,0,1.08528,1.08528,0,0,0,0,0,0,,
4/29/2026,15:56:29,1287924.43,FrontWater,9,2,0,0,0,0,0,0,0,85,76,0,0,1.08528,1.08528,0,0,0,0,0,0,,
4/29/2026,15:56:29,1287995.09,WaterDispensed,10,2,0,0,0,0,0,0,0,85,77,0,0,1.09956,1.09956,0,0,0,0,0,0,,
