,date,time,millis,event,pulseCount,rightCount,leftCount,dispensedCount,retrievedCount,rightWaterCount,leftWaterCount,LEDCount,toneCount,frontWaterCount,waterDispensedCount,rightWD_QTY,leftWD_QTY,frontWD_QTY,totalWD_QTY,rightWithPelletCount,leftWithPelletCount,rightDuringDispenseCount,leftDuringDispenseCount,rightinTimeoutCount,leftinTimeoutCount,synced_time
21,3/31/2026,10:59:34,7407930.99,RightWater,5,29,5,32,32,16,1,64,64,0,15,0.18564,0.02856,0,0.2142,0,0,0,0,0,0,12:21:02.973
22,3/31/2026,10:59:34,7407997.6,WaterDispensed,10,29,5,32,32,16,1,64,64,0,16,0.19992,0.02856,0,0.22848,0,0,0,0,0,0,12:21:03.040
23,3/31/2026,10:59:37,7410261.07,RightWater,5,29,5,32,32,17,1,64,64,0,16,0.19992,0.02856,0,0.22848,0,0,0,0,0,0,12:21:05.304
24,3/31/2026,10:59:37,7410327.69,WaterDispensed,10,29,5,32,32,17,1,64,64,0,17,0.2142,0.02856,0,0.24276,0,0,0,0,0,0,12:21:05.370
25,3/31/2026,10:59:52,7425258.21,RightWater,5,29,5,32,32,18,1,64,64,0,17,0.2142,0.02856,0,0.24276,0,0,0,0,0,0,12:21:20.301
26,3/31/2026,10:59:52,7425324.82,WaterDispensed,10,29,5,32,32,18,1,64,64,0,18,0.22848,0.02856,0,0.25704,0,0,0,0,0,0,12:21:20.367
27,3/31/2026,10:59:52,7425880.29,RightWater,5,29,5,32,32,19,1,64,64,0,18,0.22848,0.02856,0,0.25704,0,0,0,0,0,0,12:21:20.923
28,3/31/2026,10:59:52,7425946.89,WaterDispensed,10,29,5,32,32,19,1,64,64,0,19,0.24276,0.02856,0,0.27132,0,0,0,0,0,0,12:21:20.989
29,3/31/2026,10:59:53,7426665.2,RightWater,5,29,5,32,32,20,1,64,64,0,19,0.24276,0.02856,0,0.27132,0,0,0,0,0,0,12:21:21.708
30,3/31/2026,10:59:53,7426731.81,WaterDispensed,10,29,5,32,32,20,1,64,64,0,20,0.25704,0.02856,0,0.2856,0,0,0,0,0,0,12:21:21.774
31,3/31/2026,10:59:55,7429003.87,RightWater,5,29,5,32,32,21,1,64,64,0,20,0.25704,0.02856,0,0.2856,0,0,0,0,0,0,12:21:24.046
32,3/31/2026,10:59:56,7429070.49,WaterDispensed,10,29,5,32,32,21,1,64,64,0,21,0.27132,0.02856,0,0.29988,0,0,0,0,0,0,12:21:24.113
33,3/31/2026,10:59:58,7431738.2,RightWater,5,29,5,32,32,22,1,64,64,0,21,0.27132,0.02856,0,0.29988,0,0,0,0,0,0,12:21:26.781
34,3/31/2026,10:59:58,7431804.8,WaterDispensed,10,29,5,32,32,22,1,64,64,0,22,0.2856,0.02856,0,0.31416,0,0,0,0,0,0,12:21:26.847
35,3/31/2026,11:00:39,7472092.21,RightWater,5,29,5,32,32,23,1,64,64,0,22,0.2856,0.02856,0,0.31416,0,0,0,0,0,0,12:22:07.135
36,3/31/2026,11:00:39,7472158.83,WaterDispensed,10,29,5,32,32,23,1,64,64,0,23,0.29988,0.02856,0,0.32844,0,0,0,0,0,0,12:22:07.201
37,3/31/2026,11:00:41,7474110.44,RightWater,5,29,5,32,32,24,1,64,64,0,23,0.29988,0.02856,0,0.32844,0,0,0,0,0,0,12:22:09.153
38,3/31/2026,11:00:41,7474177.06,WaterDispensed,10,29,5,32,32,24,1,64,64,0,24,0.31416,0.02856,0,0.34272,0,0,0,0,0,0,12:22:09.220
39,3/31/2026,11:00:42,7475524.82,RightWater,5,29,5,32,32,25,1,64,64,0,24,0.31416,0.02856,0,0.34272,0,0,0,0,0,0,12:22:10.567
40,3/31/2026,11:00:42,7475591.43,WaterDispensed,10,29,5,32,32,25,1,64,64,0,25,0.32844,0.02856,0,0.357,0,0,0,0,0,0,12:22:10.634
41,3/31/2026,11:00:44,7477734.01,RightWater,5,29,5,32,32,26,1,64,64,0,25,0.32844,0.02856,0,0.357,0,0,0,0,0,0,12:22:12.777
42,3/31/2026,11:00:44,7477800.62,WaterDispensed,10,29,5,32,32,26,1,64,64,0,26,0.34272,0.02856,0,0.37128,0,0,0,0,0,0,12:22:12.843
43,3/31/2026,11:00:45,7478422.98,RightWater,5,29,5,32,32,27,1,64,64,0,26,0.34272,0.02856,0,0.37128,0,0,0,0,0,0,12:22:13.466
44,3/31/2026,11:00:45,7478489.57,WaterDispensed,10,29,5,32,32,27,1,64,64,0,27,0.357,0.02856,0,0.38556,0,0,0,0,0,0,12:22:13.532
45,3/31/2026,11:00:53,7486956.74,RightWater,5,29,5,32,32,28,1,64,64,0,27,0.357,0.02856,0,0.38556,0,0,0,0,0,0,12:22:21.999
46,3/31/2026,11:00:54,7487023.32,WaterDispensed,10,29,5,32,32,28,1,64,64,0,28,0.37128,0.02856,0,0.39984,0,0,0,0,0,0,12:22:22.066
47,3/31/2026,11:02:01,7554661.14,RightWater,5,29,5,32,32,29,1,64,64,0,28,0.37128,0.02856,0,0.39984,0,0,0,0,0,0,12:23:29.704
48,3/31/2026,11:02:01,7554727.7,WaterDispensed,10,29,5,32,32,29,1,64,64,0,29,0.38556,0.02856,0,0.41412,0,0,0,0,0,0,12:23:29.770
49,3/31/2026,11:02:01,7554885.27,RightWater,5,29,5,32,32,30,1,64,64,0,29,0.38556,0.02856,0,0.41412,0,0,0,0,0,0,12:23:29.928
50,3/31/2026,11:02:01,7554951.86,WaterDispensed,10,29,5,32,32,30,1,64,64,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:29.994
51,3/31/2026,11:02:24,7577653.52,Right,1,30,5,32,32,30,1,64,64,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:52.696
52,3/31/2026,11:02:25,7578145.48,TONE,8,30,5,32,32,30,1,64,65,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:53.188
53,3/31/2026,11:02:25,7578221.21,LED,7,30,5,32,32,30,1,65,65,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:53.264
54,3/31/2026,11:02:25,7578989.7,Dispensed,3,30,5,33,32,30,1,65,65,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:54.032
55,3/31/2026,11:02:26,7579052.72,TONE,8,30,5,33,32,30,1,65,66,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:54.095
56,3/31/2026,11:02:26,7579128.46,LED,7,30,5,33,32,30,1,66,66,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:54.171
57,3/31/2026,11:02:26,7579906.13,Retrieved,4,30,5,33,33,30,1,66,66,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:23:54.949
58,3/31/2026,11:03:05,7618584.59,Right,1,31,5,33,33,30,1,66,66,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:24:33.627
59,3/31/2026,11:03:06,7619054.27,TONE,8,31,5,33,33,30,1,66,67,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:24:34.097
60,3/31/2026,11:03:06,7619130,LED,7,31,5,33,33,30,1,67,67,0,30,0.39984,0.02856,0,0.4284,0,0,0,0,0,0,12:24:34.173
61,3/31/2026,11:03:08,7621547.86,RightDuringDispense,13,31,5,33,33,30,1,67,67,0,30,0.39984,0.02856,0,0.4284,0,0,1,0,0,0,12:24:36.591
62,3/31/2026,11:03:11,7624702.04,RightDuringDispense,13,31,5,33,33,30,1,67,67,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:24:39.745
63,3/31/2026,11:03:45,7658713.97,Dispensed,3,31,5,34,33,30,1,67,67,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:13.757
64,3/31/2026,11:03:45,7658776.99,TONE,8,31,5,34,33,30,1,67,68,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:13.820
65,3/31/2026,11:03:45,7658852.74,LED,7,31,5,34,33,30,1,68,68,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:13.895
66,3/31/2026,11:03:46,7659693.25,Retrieved,4,31,5,34,34,30,1,68,68,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:14.736
67,3/31/2026,11:04:30,7704008.23,Right,1,32,5,34,34,30,1,68,68,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:59.051
68,3/31/2026,11:04:31,7704621.32,TONE,8,32,5,34,34,30,1,68,69,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:59.664
69,3/31/2026,11:04:31,7704697.05,LED,7,32,5,34,34,30,1,69,69,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:25:59.740
70,3/31/2026,11:04:32,7705768.97,Dispensed,3,32,5,35,34,30,1,69,69,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:00.812
71,3/31/2026,11:04:32,7705831.99,TONE,8,32,5,35,34,30,1,69,70,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:00.875
72,3/31/2026,11:04:32,7705907.74,LED,7,32,5,35,34,30,1,70,70,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:00.950
73,3/31/2026,11:04:33,7706748.43,Retrieved,4,32,5,35,35,30,1,70,70,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:01.791
74,3/31/2026,11:05:10,7743548.02,Right,1,33,5,35,35,30,1,70,70,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:38.591
75,3/31/2026,11:05:10,7744000.11,TONE,8,33,5,35,35,30,1,70,71,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:39.043
76,3/31/2026,11:05:11,7744075.84,LED,7,33,5,35,35,30,1,71,71,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:39.119
77,3/31/2026,11:05:12,7745033.66,Dispensed,3,33,5,36,35,30,1,71,71,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:40.076
78,3/31/2026,11:05:12,7745096.67,TONE,8,33,5,36,35,30,1,71,72,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:40.139
79,3/31/2026,11:05:12,7745172.41,LED,7,33,5,36,35,30,1,72,72,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:40.215
80,3/31/2026,11:05:12,7745633.72,Retrieved,4,33,5,36,36,30,1,72,72,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:26:40.677
81,3/31/2026,11:06:25,7818582.01,RightWater,5,33,5,36,36,31,1,72,72,0,30,0.39984,0.02856,0,0.4284,0,0,2,0,0,0,12:27:53.625
82,3/31/2026,11:06:25,7818648.64,WaterDispensed,10,33,5,36,36,31,1,72,72,0,31,0.41412,0.02856,0,0.44268,0,0,2,0,0,0,12:27:53.691
83,3/31/2026,11:06:25,7818982.56,RightWater,5,33,5,36,36,32,1,72,72,0,31,0.41412,0.02856,0,0.44268,0,0,2,0,0,0,12:27:54.025
84,3/31/2026,11:06:26,7819049.15,WaterDispensed,10,33,5,36,36,32,1,72,72,0,32,0.4284,0.02856,0,0.45696,0,0,2,0,0,0,12:27:54.092
85,3/31/2026,11:06:26,7819729.69,RightWater,5,33,5,36,36,33,1,72,72,0,32,0.4284,0.02856,0,0.45696,0,0,2,0,0,0,12:27:54.773
86,3/31/2026,11:06:26,7819796.3,WaterDispensed,10,33,5,36,36,33,1,72,72,0,33,0.44268,0.02856,0,0.47124,0,0,2,0,0,0,12:27:54.839
87,3/31/2026,11:06:33,7826023.29,RightWater,5,33,5,36,36,34,1,72,72,0,33,0.44268,0.02856,0,0.47124,0,0,2,0,0,0,12:28:01.066
88,3/31/2026,11:06:33,7826089.87,WaterDispensed,10,33,5,36,36,34,1,72,72,0,34,0.45696,0.02856,0,0.48552,0,0,2,0,0,0,12:28:01.133
89,3/31/2026,11:06:33,7826439.84,RightWater,5,33,5,36,36,35,1,72,72,0,34,0.45696,0.02856,0,0.48552,0,0,2,0,0,0,12:28:01.483
90,3/31/2026,11:06:33,7826506.46,WaterDispensed,10,33,5,36,36,35,1,72,72,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:28:01.549
91,3/31/2026,11:08:10,7923651.42,Left,2,33,6,36,36,35,1,72,72,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:38.694
92,3/31/2026,11:08:11,7924193.61,TONE,8,33,6,36,36,35,1,72,73,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:39.237
93,3/31/2026,11:08:11,7924269.34,LED,7,33,6,36,36,35,1,73,73,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:39.312
94,3/31/2026,11:08:12,7925190.77,Dispensed,3,33,6,37,36,35,1,73,73,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:40.234
95,3/31/2026,11:08:12,7925253.79,TONE,8,33,6,37,36,35,1,73,74,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:40.297
96,3/31/2026,11:08:12,7925329.53,LED,7,33,6,37,36,35,1,74,74,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:40.372
97,3/31/2026,11:08:15,7928326.82,Retrieved,4,33,6,37,37,35,1,74,74,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:29:43.370
98,3/31/2026,11:08:45,7958677.74,Left,2,33,7,37,37,35,1,74,74,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:13.721
99,3/31/2026,11:08:46,7959369.41,TONE,8,33,7,37,37,35,1,75,75,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:14.412
100,3/31/2026,11:08:46,7959445.14,LED,7,33,7,37,37,35,1,75,75,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:14.488
101,3/31/2026,11:08:49,7962372.65,Dispensed,3,33,7,38,37,35,1,75,76,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:17.416
102,3/31/2026,11:08:49,7962435.67,TONE,8,33,7,38,37,35,1,75,76,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:17.479
103,3/31/2026,11:08:49,7962511.42,LED,7,33,7,38,37,35,1,76,76,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:17.554
104,3/31/2026,11:08:51,7964301.87,Retrieved,4,33,7,38,38,35,1,76,76,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:30:19.345
105,3/31/2026,11:09:53,8026537.06,RightWater,5,33,7,38,38,36,1,76,76,0,35,0.47124,0.02856,0,0.4998,0,0,2,0,0,0,12:31:21.580
106,3/31/2026,11:09:53,8026603.65,WaterDispensed,10,33,7,38,38,36,1,76,76,0,36,0.48552,0.02856,0,0.51408,0,0,2,0,0,0,12:31:21.647
107,3/31/2026,11:09:54,8027553.95,RightWater,5,33,7,38,38,37,1,76,76,0,36,0.48552,0.02856,0,0.51408,0,0,2,0,0,0,12:31:22.597
108,3/31/2026,11:09:54,8027620.53,WaterDispensed,10,33,7,38,38,37,1,76,76,0,37,0.4998,0.02856,0,0.52836,0,0,2,0,0,0,12:31:22.664
109,3/31/2026,11:10:05,8038349.33,RightWater,5,33,7,38,38,38,1,76,76,0,37,0.4998,0.02856,0,0.52836,0,0,2,0,0,0,12:31:33.392
110,3/31/2026,11:10:05,8038415.91,WaterDispensed,10,33,7,38,38,38,1,76,76,0,38,0.51408,0.02856,0,0.54264,0,0,2,0,0,0,12:31:33.459
111,3/31/2026,11:10:06,8039445.62,RightWater,5,33,7,38,38,39,1,76,76,0,38,0.51408,0.02856,0,0.54264,0,0,2,0,0,0,12:31:34.489
112,3/31/2026,11:10:06,8039512.2,WaterDispensed,10,33,7,38,38,39,1,76,76,0,39,0.52836,0.02856,0,0.55692,0,0,2,0,0,0,12:31:34.555
113,3/31/2026,11:11:31,8124444.58,RightWater,5,33,7,38,38,40,1,76,76,0,39,0.52836,0.02856,0,0.55692,0,0,2,0,0,0,12:32:59.488
114,3/31/2026,11:11:31,8124511.16,WaterDispensed,10,33,7,38,38,40,1,76,76,0,40,0.54264,0.02856,0,0.5712,0,0,2,0,0,0,12:32:59.554
115,3/31/2026,11:11:31,8124849.66,RightWater,5,33,7,38,38,41,1,76,76,0,40,0.54264,0.02856,0,0.5712,0,0,2,0,0,0,12:32:59.893
116,3/31/2026,11:11:31,8124916.29,WaterDispensed,10,33,7,38,38,41,1,76,76,0,41,0.55692,0.02856,0,0.58548,0,0,2,0,0,0,12:32:59.959
117,3/31/2026,11:11:32,8125396.79,RightWater,5,33,7,38,38,42,1,76,76,0,42,0.5712,0.02856,0,0.59976,0,0,2,0,0,0,12:33:00.440
118,3/31/2026,11:11:32,8125463.37,WaterDispensed,10,33,7,38,38,42,1,76,76,0,42,0.5712,0.02856,0,0.59976,0,0,2,0,0,0,12:33:00.506
