date,time,millis,event,pulseCount,rightCount,leftCount,dispensedCount,retrievedCount,rightWaterCount,leftWaterCount,LEDCount,toneCount,frontWaterCount,waterDispensedCount,rightWD_QTY,leftWD_QTY,frontWD_QTY,totalWD_QTY,rightWithPelletCount,leftWithPelletCount,rightDuringDispenseCount,leftDuringDispenseCount,rightinTimeoutCount,leftinTimeoutCount
3/17/2026,13:27:21,147263.27,Retrieved,4.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:34,160879.83,Left,2.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:35,161283.43,TONE,8.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:35,161351.49,LED,7.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:36,162288.06,Dispensed,3.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:36,162351.08,TONE,8.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:36,162419.14,LED,7.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:27:36,162836.47,Retrieved,4.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:03,189518.05,Left,2.0,0.0,4.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:03,189921.58,TONE,8.0,0.0,4.0,3.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:03,189989.63,LED,7.0,0.0,4.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:04,190785.9,Dispensed,3.0,0.0,4.0,4.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:04,190848.92,TONE,8.0,0.0,4.0,4.0,3.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:04,190916.98,LED,7.0,0.0,4.0,4.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:26,212548.22,Retrieved,4.0,0.0,4.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:53,239046.58,Right,1.0,1.0,4.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:53,239486.79,TONE,8.0,1.0,4.0,4.0,4.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:53,239554.85,LED,7.0,1.0,4.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:54,240267.39,Dispensed,3.0,1.0,4.0,5.0,4.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:54,240330.41,TONE,8.0,1.0,4.0,5.0,4.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:54,240398.47,LED,7.0,1.0,4.0,5.0,4.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:28:55,241054.12,Retrieved,4.0,1.0,4.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:15,261237.11,Right,1.0,2.0,4.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:15,261660.18,TONE,8.0,2.0,4.0,5.0,5.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:15,261728.24,LED,7.0,2.0,4.0,5.0,5.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:16,262456.81,Dispensed,3.0,2.0,4.0,6.0,5.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:16,262519.83,TONE,8.0,2.0,4.0,6.0,5.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:16,262587.89,LED,7.0,2.0,4.0,6.0,5.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:17,263660.96,Retrieved,4.0,2.0,4.0,6.0,6.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:28,274405.24,Right,1.0,3.0,4.0,6.0,6.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:28,274858.76,TONE,8.0,3.0,4.0,6.0,6.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:28,274926.82,LED,7.0,3.0,4.0,6.0,6.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:29,275705.93,Dispensed,3.0,3.0,4.0,7.0,6.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:29,275768.95,TONE,8.0,3.0,4.0,7.0,6.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:29,275837.0,LED,7.0,3.0,4.0,7.0,6.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:29:30,276671.78,Retrieved,4.0,3.0,4.0,7.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:01,307097.48,Right,1.0,4.0,4.0,7.0,7.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:01,307502.63,TONE,8.0,4.0,4.0,7.0,7.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:01,307570.69,LED,7.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:02,308267.8,Dispensed,3.0,4.0,4.0,8.0,7.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:02,308330.82,TONE,8.0,4.0,4.0,8.0,7.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:02,308398.88,LED,7.0,4.0,4.0,8.0,7.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:30:03,309650.78,Retrieved,4.0,4.0,4.0,8.0,8.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:09,375804.78,Left,2.0,4.0,5.0,8.0,8.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:10,376509.56,TONE,8.0,4.0,5.0,8.0,8.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:10,376577.61,LED,7.0,4.0,5.0,8.0,8.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:11,377312.92,Dispensed,3.0,4.0,5.0,9.0,8.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:11,377375.94,TONE,8.0,4.0,5.0,9.0,8.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:11,377444.0,LED,7.0,4.0,5.0,9.0,8.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:12,378696.36,Retrieved,4.0,4.0,5.0,9.0,9.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:23,389516.27,Left,2.0,4.0,6.0,9.0,9.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:24,390032.52,TONE,8.0,4.0,6.0,9.0,9.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:24,390100.57,LED,7.0,4.0,6.0,9.0,9.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:24,390797.89,Dispensed,3.0,4.0,6.0,10.0,9.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:24,390860.9,TONE,8.0,4.0,6.0,10.0,9.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:24,390928.96,LED,7.0,4.0,6.0,10.0,9.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:25,391882.7,Retrieved,4.0,4.0,6.0,10.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:42,408931.85,Left,2.0,4.0,7.0,10.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:43,409341.42,TONE,8.0,4.0,7.0,10.0,10.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:43,409409.47,LED,7.0,4.0,7.0,10.0,10.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:44,410151.62,Dispensed,3.0,4.0,7.0,11.0,10.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:44,410214.64,TONE,8.0,4.0,7.0,11.0,10.0,0.0,0.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:44,410282.69,LED,7.0,4.0,7.0,11.0,10.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:31:44,410759.56,Retrieved,4.0,4.0,7.0,11.0,11.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:32:27,454012.48,LeftWater,6.0,4.0,7.0,11.0,11.0,0.0,1.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:32:28,454080.24,WaterDispensed,10.0,4.0,7.0,11.0,11.0,0.0,1.0,22.0,22.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:06,492533.86,Right,1.0,5.0,7.0,11.0,11.0,0.0,1.0,22.0,22.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:07,493102.59,TONE,8.0,5.0,7.0,11.0,11.0,0.0,1.0,22.0,23.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:07,493170.65,LED,7.0,5.0,7.0,11.0,11.0,0.0,1.0,23.0,23.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:07,493835.18,Dispensed,3.0,5.0,7.0,12.0,11.0,0.0,1.0,23.0,23.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:07,493898.2,TONE,8.0,5.0,7.0,12.0,11.0,0.0,1.0,23.0,24.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:07,493966.26,LED,7.0,5.0,7.0,12.0,11.0,0.0,1.0,24.0,24.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:13,499745.94,RightWater,5.0,5.0,7.0,12.0,11.0,1.0,1.0,24.0,24.0,0.0,1.0,0.0,0.01428,0.0,0.01428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:13,499812.78,WaterDispensed,10.0,5.0,7.0,12.0,11.0,1.0,1.0,24.0,24.0,0.0,2.0,0.01428,0.01428,0.0,0.02856,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:14,500794.09,LeftWater,6.0,5.0,7.0,12.0,11.0,1.0,2.0,24.0,24.0,0.0,2.0,0.01428,0.01428,0.0,0.02856,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:14,500861.85,WaterDispensed,10.0,5.0,7.0,12.0,11.0,1.0,2.0,24.0,24.0,0.0,3.0,0.01428,0.02856,0.0,0.04284,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:25,511757.34,RightWater,5.0,5.0,7.0,12.0,11.0,2.0,2.0,24.0,24.0,0.0,3.0,0.01428,0.02856,0.0,0.04284,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:25,511824.18,WaterDispensed,10.0,5.0,7.0,12.0,11.0,2.0,2.0,24.0,24.0,0.0,4.0,0.02856,0.02856,0.0,0.05712,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:26,512276.22,RightWater,5.0,5.0,7.0,12.0,11.0,3.0,2.0,24.0,24.0,0.0,5.0,0.04284,0.02856,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:26,512343.06,WaterDispensed,10.0,5.0,7.0,12.0,11.0,3.0,2.0,24.0,24.0,0.0,5.0,0.04284,0.02856,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:26,512506.79,RightWater,5.0,5.0,7.0,12.0,11.0,4.0,2.0,24.0,24.0,0.0,5.0,0.04284,0.02856,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:26,512573.66,WaterDispensed,10.0,5.0,7.0,12.0,11.0,4.0,2.0,24.0,24.0,0.0,6.0,0.05712,0.02856,0.0,0.08568,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:27,513021.46,RightWater,5.0,5.0,7.0,12.0,11.0,5.0,2.0,24.0,24.0,0.0,6.0,0.05712,0.02856,0.0,0.08568,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:27,513088.29,WaterDispensed,10.0,5.0,7.0,12.0,11.0,5.0,2.0,24.0,24.0,0.0,7.0,0.0714,0.02856,0.0,0.09996,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:27,513986.88,RightWater,5.0,5.0,7.0,12.0,11.0,6.0,2.0,24.0,24.0,0.0,7.0,0.0714,0.02856,0.0,0.09996,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514053.71,WaterDispensed,10.0,5.0,7.0,12.0,11.0,6.0,2.0,24.0,24.0,0.0,8.0,0.08568,0.02856,0.0,0.11424,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514241.75,RightWater,5.0,5.0,7.0,12.0,11.0,7.0,2.0,24.0,24.0,0.0,8.0,0.08568,0.02856,0.0,0.11424,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514308.59,WaterDispensed,10.0,5.0,7.0,12.0,11.0,7.0,2.0,24.0,24.0,0.0,9.0,0.09996,0.02856,0.0,0.12852,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514628.06,RightWater,5.0,5.0,7.0,12.0,11.0,8.0,2.0,24.0,24.0,0.0,9.0,0.09996,0.02856,0.0,0.12852,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514694.9,WaterDispensed,10.0,5.0,7.0,12.0,11.0,8.0,2.0,24.0,24.0,0.0,10.0,0.11424,0.02856,0.0,0.1428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514886.6,RightWater,5.0,5.0,7.0,12.0,11.0,9.0,2.0,24.0,24.0,0.0,10.0,0.11424,0.02856,0.0,0.1428,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:28,514953.44,WaterDispensed,10.0,5.0,7.0,12.0,11.0,9.0,2.0,24.0,24.0,0.0,11.0,0.12852,0.02856,0.0,0.15708,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:29,515568.57,RightWater,5.0,5.0,7.0,12.0,11.0,10.0,2.0,24.0,24.0,0.0,11.0,0.12852,0.02856,0.0,0.15708,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:29,515635.41,WaterDispensed,10.0,5.0,7.0,12.0,11.0,10.0,2.0,24.0,24.0,0.0,12.0,0.1428,0.02856,0.0,0.17136,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:29,515823.06,RightWater,5.0,5.0,7.0,12.0,11.0,11.0,2.0,24.0,24.0,0.0,12.0,0.1428,0.02856,0.0,0.17136,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:29,515889.9,WaterDispensed,10.0,5.0,7.0,12.0,11.0,11.0,2.0,24.0,24.0,0.0,13.0,0.15708,0.02856,0.0,0.18564,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:31,517426.89,RightWater,5.0,5.0,7.0,12.0,11.0,12.0,2.0,24.0,24.0,0.0,13.0,0.15708,0.02856,0.0,0.18564,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:31,517493.72,WaterDispensed,10.0,5.0,7.0,12.0,11.0,12.0,2.0,24.0,24.0,0.0,14.0,0.17136,0.02856,0.0,0.19992,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:31,517707.53,RightWater,5.0,5.0,7.0,12.0,11.0,13.0,2.0,24.0,24.0,0.0,14.0,0.17136,0.02856,0.0,0.19992,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:31,517774.38,WaterDispensed,10.0,5.0,7.0,12.0,11.0,13.0,2.0,24.0,24.0,0.0,15.0,0.18564,0.02856,0.0,0.2142,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:33,519052.27,RightWater,5.0,5.0,7.0,12.0,11.0,14.0,2.0,24.0,24.0,0.0,15.0,0.18564,0.02856,0.0,0.2142,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:33,519119.1,WaterDispensed,10.0,5.0,7.0,12.0,11.0,14.0,2.0,24.0,24.0,0.0,16.0,0.19992,0.02856,0.0,0.22848,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:34,520051.37,RightWater,5.0,5.0,7.0,12.0,11.0,15.0,2.0,24.0,24.0,0.0,16.0,0.19992,0.02856,0.0,0.22848,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:34,520118.22,WaterDispensed,10.0,5.0,7.0,12.0,11.0,15.0,2.0,24.0,24.0,0.0,17.0,0.2142,0.02856,0.0,0.24276,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:34,520726.15,RightWater,5.0,5.0,7.0,12.0,11.0,16.0,2.0,24.0,24.0,0.0,17.0,0.2142,0.02856,0.0,0.24276,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:34,520792.98,WaterDispensed,10.0,5.0,7.0,12.0,11.0,16.0,2.0,24.0,24.0,0.0,18.0,0.22848,0.02856,0.0,0.25704,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:35,521147.11,RightWater,5.0,5.0,7.0,12.0,11.0,17.0,2.0,24.0,24.0,0.0,18.0,0.22848,0.02856,0.0,0.25704,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:35,521213.95,WaterDispensed,10.0,5.0,7.0,12.0,11.0,17.0,2.0,24.0,24.0,0.0,19.0,0.24276,0.02856,0.0,0.27132,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:35,521554.17,RightWater,5.0,5.0,7.0,12.0,11.0,18.0,2.0,24.0,24.0,0.0,19.0,0.24276,0.02856,0.0,0.27132,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:35,521621.01,WaterDispensed,10.0,5.0,7.0,12.0,11.0,18.0,2.0,24.0,24.0,0.0,20.0,0.25704,0.02856,0.0,0.2856,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:35,521692.24,RightWater,5.0,5.0,7.0,12.0,11.0,19.0,2.0,24.0,24.0,0.0,20.0,0.25704,0.02856,0.0,0.2856,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:36,522601.79,RightWater,5.0,5.0,7.0,12.0,11.0,20.0,2.0,24.0,24.0,0.0,20.0,0.25704,0.02856,0.0,0.2856,0.0,0.0,0.0,0.0,0.0,0.0
3/17/2026,13:33:36,522668.63,WaterDispensed,10.0,5.0,7.0,12.0,11.0,20.0,2.0,24.0,24.0,0.0,21.0,0.27132,0.02856,0.0,0.29988,0.0,0.0,0.0,0.0,0.0,0.0
